age,workStatus,facultyDummy,staffDummy,gender,race_1,race_2,race_3,race_9,race_10,race_11,race_12,race_12_TEXT,race_13,income,childrenDependents,schoolDivision,schoolDivision_25_TEXT,originlat,originlon,destinlat,destinlon,total_trips_old,commuteCampus_1,commute_days,modeChoice_1old,modeChoice_2old,modeChoice_3old,modeChoice_4old,modeChoice_5old,modeChoice_6old,modeChoice_7old,modeChoice_8old,modeChoice_9old,modeChoice_10old,modeChoice_1,modeChoice_2,modeChoice_3,modeChoice_4,modeChoice_5,modeChoice_6,modeChoice_7,modeChoice_8,modeChoice_9,modeChoice_10,arrivalTime,totalHours,reasonabilyUtilize_1,reasonabilyUtilize_2,reasonabilyUtilize_3,reasonabilyUtilize_4,reasonabilyUtilize_5,reasonabilyUtilize_6,reasonabilyUtilize_7,reasonabilyUtilize_8,whyBike_1,whyBike_2,whyBike_3,whyBike_5,whyBike_6,whyBike_7,whyBike_8,whyBike_9,whyBike_10,whyWalk_1,whyWalk_2,whyWalk_4,whyWalk_5,whyWalk_6,whyWalk_7,whyCarpool_1,whyCarpool_2,whyCarpool_3,whyCarpool_4,whyCarpool_5,whyCarpool_6,whyCarpool_7,whyVanpool_1,whyVanpool_2,whyVanpool_3,whyVanpool_4,whyVanpool_5,whyVanpool_6,whyTransit_1,whyTransit_2,whyTransit_3,whyTransit_4,whyTransit_6,whyTransit_7,whyTransit_8,whyTransit_9,whyTransit_10,scenarioBikeWalkDr,scenarioCarpoolD,scenarioTransitD,scenarioBikeWalkTr,envImpact_1,envImpact_1_dummy,envImpact_2,envImpact_2_dummy,longdistYN,longdistTripsCompare_1,longdistTripsCompare_2,longdistTripsCompare_3,longdistTripsCompare_4,longdistTripsNYC,longdistTripsBos,longdistTripsPitt,longdistTripsDriveRe_1,longdistTripsDriveRe_2,longdistTripsFlyReas_1,longdistTripsFlyReas_2,longdistTripsFlyReas_3,geometry
35-44,Staff,0,1,Man,White,"","","","","","","","","$150,000 or more",No,Information Systems and Computing,"",40.0856743,-75.1516194,39.9528154,-75.1920963,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8:00-10:00 AM,0-10 hours,Personal car,Public Transit,"","","","","","","","","","","","","","","","","","","","","",Not compatible with my schedule,"","","","","","","","","","","","",Not compatible with my schedule,"","","","","","","",It doesn't seem safe,"",Drive alone to work every day.Pay $210 monthly cost via payroll pre-tax deduction for parking.,Drive alone to work every day.Pay $210 monthly cost via payroll pre-tax deduction for parking.,"",Strongly Agree,Agree,Strongly Agree,Agree,Yes,"","","",1-2 trips,"Take SEPTA to 30th St. Station, take Amtrak to New York Penn Station","Take SEPTA to PHL, fly to Boston Logan",Drive Pittsburgh and park overnight,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,-75.1516194|40.0856743
25-34,Graduate Student,0,0,Woman,"","","",Asian,"","","","","","Less than $20,000",No,Weitzman School of Design,"",39.9635238336785,-75.199510731488,39.95249843288852,-75.19244124124756,6,"",0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8:00-10:00 AM,31-40 hours,"",Public Transit,Walk,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Too expensive,"","","","","","","","","","","Take public transit three days per week. 
Walk or bike two days per week. 
Pay for monthly transit fare up to $280 via payroll pre-tax deduction.",Strongly Agree,Agree,Strongly Agree,Agree,No,"","","","","","","","","","","","",-75.199510731488|39.9635238336785
55-64,Faculty,1,0,"",White,"","","","","","","","","$150,000 or more",Yes,School of Arts and Sciences,"",39.938977,-75.16026,39.95194059999999,-75.1899723,3,3,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10:00-12:00 PM,0-10 hours,Personal car,Public Transit,"","",Carpool,Rideshare or taxi,"","","","","","","","","","","","","","","","","",Not compatible with my schedule,"","","",Don't know how to find a carpool partner,"",I prefer my current type of transportation,"","","","","","","","","","","","","","","","","",Drive alone to work every day.Pay $210 monthly cost via payroll pre-tax deduction for parking.,"",Agree,Agree,Agree,Agree,Yes,1-2 trips,1-2 trips,1-2 trips,1-2 trips,"Take a taxi or use rideshare to get to 30th St. Station, take Amtrak to New York Penn Station","Take a taxi or use rideshare to get to PHL, fly to Boston Logan","Take a taxi or use rideshare to get to PHL, fly to Pittsburgh","","",Strongly agree,Agree,Neither agree nor disagree,-75.16026|39.938977
55-64,Staff,0,1,Woman,White,"","","","","","","","","$150,000 or more",No,Division of Business Services,"",40.0415996,-75.3698895,39.9557722,-75.1816133,6,3,3,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6:00-8:00 AM,31-40 hours,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Take public transit three days per week. 
Walk or bike two days per week. 
Pay for monthly transit fare up to $280 via payroll pre-tax deduction.",Agree,Agree,Agree,Agree,No,"","","","","","","","","","","","",-75.3698895|40.0415996
25-34,Graduate Student,0,0,Woman,"","","",Asian,"","","","","","$80,000 - $99,999",No,School of Social Policy and Practice,"",39.9591039,-75.1659019,39.95251940000001,-75.1975243,2,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4:00 - 6:00 PM,0-10 hours,"",Public Transit,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Disagree,Disagree or Nuetral,Neither agree nor disagree,Disagree or Nuetral,No,"","","","","","","","","","","","",-75.1659019|39.9591039
45-54,Staff,0,1,Woman,White,"","","","","","","","","$80,000 - $99,999",Yes,Vice Provost for University Life,"",40.0294445,-75.5464343,39.952081,-75.19804719999999,6,3,3,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8:00-10:00 AM,21-30 hours,Personal car,Public Transit,"","","","","","","","","","","","","","","","","","","","","",Not compatible with my schedule,"","","","","",I prefer my current type of transportation,"","","","","","","","","","","","","","","","","","Drive alone three days a week
Take public transit two days a week
Pay $210 for monthly parking.Pay for transit fare.
Both together are eligible for upto $280 monthly payroll pre-tax exemption.","Take public transit three days per week. 
Walk or bike two days per week. 
Pay for monthly transit fare up to $280 via payroll pre-tax deduction.",Agree,Agree,Agree,Agree,No,"","","","","","","","","","","","",-75.5464343|40.0294445
18-24,Graduate Student,0,0,Non-Binary,"",Black or African American,"","","","","","","","$20,000 - $39,999",No,School of Engineering and Applied Science,"",39.9604144,-75.2021005,39.9525477,-75.1910225,5,5,5,0,3,2,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,10:00-12:00 PM,31-40 hours,"",Public Transit,Walk,"","",Rideshare or taxi,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Take public transit three days per week. 
Walk or bike two days per week. 
Pay for monthly transit fare up to $280 via payroll pre-tax deduction.",Strongly Agree,Agree,Neither agree nor disagree,Disagree or Nuetral,Yes,"","",1-2 trips,"","Take SEPTA to 30th St. Station, take Amtrak to New York Penn Station","Take a taxi or use rideshare to get to PHL, fly to Boston Logan","Take SEPTA to 30th St. Station, take Amtrak to Pittsburgh","","",Neither agree nor disagree,Neither agree nor disagree,"",-75.2021005|39.9604144
35-44,Faculty,1,0,"",White,"",Hispanic or Latinx,"","","","","","","$120,000 - $139,999",Yes,Perelman School of Medicine,"",39.9383232,-75.1775836,39.9496699,-75.1977186,5,3,3,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,8:00-10:00 AM,21-30 hours,"",Public Transit,Walk,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Takes too long,"","","","","","","","","","Walk or bike three days per week.
Take public transit two days per week.
Pay for transit fare.
Receive $20/month in bicycle expenses.",Strongly Agree,Agree,Strongly Agree,Agree,Yes,1-2 trips,"","",1-2 trips,"Take a taxi or use rideshare to get to 30th St. Station, take Amtrak to New York Penn Station","Take a taxi or use rideshare to get to 30th St. Station, take Amtrak to Boston","Take a taxi or use rideshare to get to 30th St. Station, take Amtrak to Pittsburgh","","","","","",-75.1775836|39.9383232
35-44,Staff,0,1,Man,White,"","","","","","","","","$80,000 - $99,999",No,None of the above,"",39.8917793,-75.2996309,39.9479166,-75.1904076,3,3,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8:00-10:00 AM,21-30 hours,Personal car,Public Transit,"","",Carpool,Rideshare or taxi,"","","","","","","","","","","","","","","","","","",Too expensive,"","",Don't know how to find a carpool partner,"",I prefer my current type of transportation,"","","","","","","","","","","","","","","","","","Drive alone three days a week
Take public transit two days a week
Pay $210 for monthly parking.Pay for transit fare.
Both together are eligible for upto $280 monthly payroll pre-tax exemption.","",Strongly Agree,Agree,Agree,Agree,No,"","","","","","","","","","","","",-75.2996309|39.8917793
18-24,Graduate Student,0,0,Woman,"","","",Asian,"","","","","","$120,000 - $139,999",No,School of Arts and Sciences,"",39.9546852,-75.1922754,39.95105360000001,-75.1950743,4,4,4,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,I have no set arrival time,11-20 hours,Personal car,Public Transit,Walk,"",Carpool,Rideshare or taxi,"","","","","","","","","","","","","","","","","","","","","","",I live too close to work,"","","","","","","","","","","","",I live too close to work,"","","","Walk or bike more than three days per week.

Drive or take transit as needed.  Parking costs $17 per day.","","Drive alone three days a week
Take public transit two days a week
Pay $210 for monthly parking.Pay for transit fare.
Both together are eligible for upto $280 monthly payroll pre-tax exemption.","Walk or bike three days per week.
Take public transit two days per week.
Pay for transit fare.
Receive $20/month in bicycle expenses.",Agree,Agree,Neither agree nor disagree,Disagree or Nuetral,No,"","","","","","","","","","","","",-75.1922754|39.9546852
65+,Faculty,1,0,"",White,"","","","","","","","","$150,000 or more",No,Perelman School of Medicine,"",39.9982136,-75.2508229,39.9487346,-75.193924,10,5,5,0,5,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6:00-8:00 AM,More than 40 hours,Personal car,Public Transit,"",Bike,Carpool,"",Vanpool,"","","","",Takes too long	,"","",I can't carry my work materials,"",I prefer my current type of transportation,"","","","","","",Not compatible with my schedule,"","","",Don't know how to find a carpool partner,"",I prefer my current type of transportation,Not compatible with my schedule,"","","","",I prefer my current type of transportation,"","","","","","","","","","","","Drive alone three days a week
Take public transit two days a week
Pay $210 for monthly parking.Pay for transit fare.
Both together are eligible for upto $280 monthly payroll pre-tax exemption.","Take public transit three days per week. 
Walk or bike two days per week. 
Pay for monthly transit fare up to $280 via payroll pre-tax deduction.",Agree,Agree,Agree,Agree,Yes,1-2 trips,"","",1-2 trips,"Take SEPTA to 30th St. Station, take Amtrak to New York Penn Station","Take SEPTA to PHL, fly to Boston Logan","Take SEPTA to PHL, fly to Pittsburgh","","",Neither agree nor disagree,Agree,Disagree,-75.2508229|39.9982136
45-54,Staff,0,1,"",White,"","","","","","","","","$150,000 or more",Yes,The Wharton School,"",39.9514411,-75.2093641,39.9511426,-75.19703539999999,3,3,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8:00-10:00 AM,21-30 hours,"",Public Transit,Walk,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",I live too close to work,I prefer my current type of transportation,"","","","","","Walk or bike three days per week.
Take public transit two days per week.
Pay for transit fare.
Receive $20/month in bicycle expenses.",Strongly Agree,Agree,Agree,Agree,No,"","","","","","","","","","","","",-75.2093641|39.9514411
35-44,Faculty,1,0,Woman,White,"","","","","","","","","$80,000 - $99,999",No,School of Nursing,"",40.245664,-74.8459972,39.9478088,-75.198309,2,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,10:00-12:00 PM,11-20 hours,Personal car,"","","","","","","","","","","","","","","","","","","","","","","","","",Need a car before or after work,"","",I prefer my current type of transportation,"","","","","","","","","","","","","","","","",Drive alone to work every day.Pay $210 monthly cost via payroll pre-tax deduction for parking.,"","",Agree,Agree,Agree,Agree,Yes,1-2 trips,1-2 trips,"","","Take SEPTA to 30th St. Station, take Amtrak to New York Penn Station",Drive alone to Boston and park your vehicle overnight,Drive Pittsburgh and park overnight,Agree,Agree,"","","",-74.8459972|40.245664
25-34,Graduate Student,0,0,Man,White,"","","","","","","","","$150,000 or more",Yes,The Wharton School,"",39.9496417407262,-75.1805636070068,39.95322218329132,-75.19812752435914,5,4,4,0,0,3,1,0,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,8:00-10:00 AM,21-30 hours,Personal car,"",Walk,Bike,Carpool,Rideshare or taxi,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Walk or bike more than three days per week.

Drive or take transit as needed.  Parking costs $17 per day.","","","Walk or bike three days per week.
Take public transit two days per week.
Pay for transit fare.
Receive $20/month in bicycle expenses.",Neither agree nor disagree,Disagree or Nuetral,Agree,Agree,No,"","","","","","","","","","","","",-75.1805636070068|39.9496417407262
45-54,Faculty,1,0,Woman,White,"","","","","","","","","$150,000 or more",No,School of Nursing,"",39.9470567,-75.2921301,39.9484918,-75.19671319999999,4,4,4,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,I have no set arrival time,11-20 hours,Personal car,"","","","","","","","","","","","","","","","","","","","","","",Not compatible with my schedule,"","","","","","","","","","","","","","","","","","","","","","",Drive alone to work every day.Pay $210 monthly cost via payroll pre-tax deduction for parking.,"","",Neither agree nor disagree,Disagree or Nuetral,Neither agree nor disagree,Disagree or Nuetral,No,"","","","","","","","","","","","",-75.2921301|39.9470567
18-24,Graduate Student,0,0,Woman,White,"","","","","","","","","$60,000 - $79,999",No,School of Veterinary Medicine,"",40.3101063,-75.1298939,39.9507583,-75.20106539999999,10,5,5,0,5,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6:00-8:00 AM,More than 40 hours,Personal car,Public Transit,"","","","","","","","","","","","","","","","","","","","","","",Too expensive,"","","","",I prefer my current type of transportation,"","","","","","","","","","","","","","","","","",Drive alone to work every day.Pay $210 monthly cost via payroll pre-tax deduction for parking.,"Walk or bike three days per week.
Take public transit two days per week.
Pay for transit fare.
Receive $20/month in bicycle expenses.",Agree,Agree,Neither agree nor disagree,Disagree or Nuetral,No,"","","","","","","","","","","","",-75.1298939|40.3101063
25-34,Faculty,1,0,"","",Black or African American,"","","","","","","","$150,000 or more",No,None of the above,"",39.9438022,-75.183792,39.9453939,-75.1555553,5,4,4,3,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6:00-8:00 AM,31-40 hours,Personal car,"",Walk,"","",Rideshare or taxi,"","","","","","","","","","","","","","","","","","","",Takes too long,Need a car before or after work,"","","","","","","","","","","","","","","","","","",Drive alone to work every day.Pay $210 monthly cost via  payroll pre-tax exemption for parking.,Drive alone to work every day.Pay $210 monthly cost via payroll pre-tax deduction for parking.,"","Walk or bike three days per week.
Take public transit two days per week.
Pay for transit fare.
Receive $20/month in bicycle expenses.",Agree,Agree,Disagree,Disagree or Nuetral,No,"","","","","","","","","","","","",-75.183792|39.9438022
45-54,Staff,0,1,Woman,"","","",Asian,"","","","","","$60,000 - $79,999",No,Penn Libraries,"",39.7561387,-75.0727956,39.9543423111571,-75.19179289324774,3,3,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10:00-12:00 PM,21-30 hours,Personal car,Public Transit,"","","","",Vanpool,"","","","","","","","","","","","","","","","","","","","",Don't know how to find a carpool partner,"","",Not compatible with my schedule,"","","","","","","",Takes too long,"",Would have to transfer,"","",It doesn't seem clean,It doesn't seem safe,"",Drive alone to work every day.Pay $210 monthly cost via payroll pre-tax deduction for parking.,Drive alone to work every day.Pay $210 monthly cost via payroll pre-tax deduction for parking.,"",Agree,Agree,Agree,Agree,No,"","","","","","","","","","","","",-75.0727956|39.7561387
45-54,Faculty,1,0,Man,"","","",Asian,"","","","","","$150,000 or more",No,School of Engineering and Applied Science,"",39.9494655,-75.1718643,39.9657852,-75.19192330000001,4,4,4,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8:00-10:00 AM,21-30 hours,"","",Walk,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Walk or bike three days per week.
Take public transit two days per week.
Pay for transit fare.
Receive $20/month in bicycle expenses.",Strongly Agree,Agree,Strongly Agree,Agree,No,"","","","","","","","","","","","",-75.1718643|39.9494655
18-24,Graduate Student,0,0,Woman,White,"","","","","","","","","$60,000 - $79,999",No,Carey School of Law,"",39.9498541,-75.1791545,39.9539018,-75.1929845,4,4,4,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8:00-10:00 AM,21-30 hours,"","",Walk,"","",Rideshare or taxi,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Walk or bike three days per week.
Take public transit two days per week.
Pay for transit fare.
Receive $20/month in bicycle expenses.",Agree,Agree,Agree,Agree,No,"","","","","","","","","","","","",-75.1791545|39.9498541
18-24,Graduate Student,0,0,Woman,White,"","","","","","","","","Less than $20,000",No,Perelman School of Medicine,"",39.9397626,-75.1760163,39.9476966,-75.1925668,6,6,6,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6:00-8:00 AM,More than 40 hours,"",Public Transit,Walk,"","",Rideshare or taxi,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Too expensive,"","","","",I prefer my current type of transportation,"","","","","","Walk or bike three days per week.
Take public transit two days per week.
Pay for transit fare.
Receive $20/month in bicycle expenses.",Disagree,Disagree or Nuetral,Disagree,Disagree or Nuetral,No,"","","","","","","","","","","","",-75.1760163|39.9397626
65+,Staff,0,1,Man,White,"","","","","","","","","$20,000 - $39,999",No,School of Veterinary Medicine,"",39.8932884,-75.3630796,39.95122840000001,-75.20103399999999,4,2,2,0,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,8:00-10:00 AM,0-10 hours,Personal car,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Take public transit three days per week. 
Walk or bike two days per week. 
Pay for monthly transit fare up to $280 via payroll pre-tax deduction.",Agree,Agree,Strongly Agree,Agree,No,"","","","","","","","","","","","",-75.3630796|39.8932884
25-34,Graduate Student,0,0,Woman,"","",Hispanic or Latinx,"","","","","","","$40,000 - $59,999",No,School of Arts and Sciences,"",39.9516191622545,-75.2224150772461,39.951758225691435,-75.19445826242676,3,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,I have no set arrival time,11-20 hours,"",Public Transit,"",Bike,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Too expensive,Takes too long,"","","",I prefer my current type of transportation,"","","","","","Walk or bike three days per week.
Take public transit two days per week.
Pay for transit fare.
Receive $20/month in bicycle expenses.",Agree,Agree,Agree,Agree,No,"","","","","","","","","","","","",-75.2224150772461|39.9516191622545
